accession	gene_name
WP_097601342	actR
WP_027513420	actR
WP_018327104	actR
WP_085423301	actR
WP_092573034	actR
WP_099055943	actR
WP_033182135	actR
WP_085735428	actR
WP_065091999	actR
WP_049732700	actR
WP_075291939	actR
WP_056324234	actR
WP_085776463	actR
WP_025670009	actR
WP_037064695	actR
WP_071006987	actR
WP_007199550	actR
WP_062557316	actR
WP_052182979	actR
KGD95581	actR
WP_023514408	actR
WP_007751591	actR
WP_007813699	actR
WP_065690660	actR
WP_057470212	actR
WP_075616053	actR
WP_046611910	actR
KEQ03119	actR
WP_092990243	actR
WP_067646184	actR
WP_062597505	actR
WP_062444645	actR
WP_062424650	actR
WP_062589302	actR
WP_056811331	actR
WP_027488261	actR
WP_062477198	actR
WP_027673439	actR
WP_037086351	actR
WP_062453120	actR
WP_007597451	actR
WP_047633921	actR
WP_092718861	actR
SOC84039	actR
WP_084365963	actR
WP_047509181	actR
WP_038547487	actR
WP_046607960	actR
WP_038591703	actR
KIP99435	actR
WP_042619228	actR
WP_015338224	actR
WP_069613960	actR
WP_047031750	actR
WP_051679705	actR
WP_062593468	actR
OJU86950	actR
KJS10077	actR
WP_077104995	actR
WP_077122991	actR
WP_075627469	actR
WP_046796659	actR
WP_075853786	actR
WP_095433439	actR
WP_047453954	actR
WP_028753849	actR
WP_034481405	actR
WP_012654549	actR
WP_071204328	actR
WP_070165173	actR
WP_059759665	actR
WP_020010663	actR
WP_075636029	actR
WP_006724164	actR
WP_012650667	actR
WP_003246637	ycnJ
WP_032726517	ycnJ
WP_019712395	ycnJ
BAA09026	ycnJ
WP_077671307	ycnJ
WP_088325309	ycnJ
WP_044052700	ycnJ
KDE24054	ycnJ
WP_029317300	ycnJ
WP_014475817	ycnJ
WP_072175518	ycnJ
ERI42140	ycnJ
WP_042977436	ycnJ
WP_038428363	ycnJ
WP_080528926	ycnJ
WP_064671945	ycnJ
WP_047182097	ycnJ
WP_085186770	ycnJ
WP_070548560	ycnJ
WP_086352787	ycnJ
WP_029946358	ycnJ
WP_041850700	ycnJ
WP_087960853	ycnJ
WP_014478844	ycnJ
WP_015482803	ycnJ
WP_043858125	ycnJ
WP_063336067	ycnJ
WP_017696159	ycnJ
BBA72229	ycnJ
WP_071581077	ycnJ
WP_071578346	ycnJ
WP_095431764	ycnJ
WP_040084162	ycnJ
WP_069839868	ycnJ
WP_069148959	ycnJ
KFF57725	ycnJ
WP_075750093	ycnJ
WP_084994584	ycnJ
KJJ40204	ycnJ
WP_072565748	ycnJ
WP_088112519	ycnJ
WP_060397930	ycnJ
WP_003225030	ycnJ
WP_061186197	ycnJ
WP_079288487	ycnJ
WP_014112666	ycnJ
WP_041904752	ycnJ
WP_072181743	ycnJ
WP_087987701	ycnJ
WP_003240223	ycnJ
WP_019257479	ycnJ
WP_024714515	ycnJ
WP_019713329	ycnJ
WP_088679964	ycnJ
WP_064814595	ycnJ
WP_039075843	ycnJ
WP_010330815	ycnJ
WP_087993022	ycnJ
WP_099043696	ycnJ
WP_059334497	ycnJ
WP_024120231	ycnJ
WP_095714094	ycnJ
WP_059291952	ycnJ
WP_010333039	ycnJ
WP_059353103	ycnJ
WP_069487504	ycnJ
ATO30234	ycnJ
WP_010789691	ycnJ
WP_061572362	ycnJ
WP_088116512	ycnJ
WP_063638748	ycnJ
WP_004430311	ycnJ
WP_094231374	ycnJ
WP_061522854	ycnJ
WP_061529012	ycnJ
WP_049628792	ycnJ
WP_047476322	ycnJ
WP_064778228	ycnJ
WP_045926358	ycnJ
WP_095242080	ycnJ
WP_045206898	ycnJ
WP_029575272	ycnJ
WP_047935222	ycnJ
WP_046560187	ycnJ
WP_061582004	ycnJ
WP_039062622	ycnJ
WP_095318520	ycnJ
WP_060657799	ycnJ
WP_038460652	ycnJ
WP_063637004	ycnJ
WP_043021407	ycnJ
WP_076851409	ycnJ
WP_065180955	ycnJ
WP_071182108	ycnJ
WP_060965074	ycnJ
ERK81907	ycnJ
WP_044053269	ycnJ
WP_014304348	ycnJ
WP_053573729	ycnJ
WP_015239161	ycnJ
WP_032870801	ycnJ
WP_025649991	ycnJ
WP_014416914	ycnJ
WP_032866932	ycnJ
WP_053104581	ycnJ
WP_063174366	ycnJ
WP_064115848	ycnJ
WP_032873155	ycnJ
WP_082999045	ycnJ
WP_043866835	ycnJ
WP_061573961	ycnJ
WP_032857703	ycnJ
WP_094032074	ycnJ
WP_080130837	ycnJ
WP_059368248	ycnJ
WP_063096197	ycnJ
WP_094031907	ycnJ
WP_088037504	ycnJ
WP_012116814	ycnJ
WP_020955330	ycnJ
WP_025284237	ycnJ
WP_095061636	ycnJ
KNX35547	ycnJ
CDG28368	ycnJ
AJK64176	ycnJ
WP_094247239	ycnJ
WP_072589795	ycnJ
EIF11945	ycnJ
WP_094296381	ycnJ
WP_017419265	ycnJ
WP_033575076	ycnJ
WP_064107415	ycnJ
WP_072177356	ycnJ
WP_015416821	ycnJ
WP_044802620	ycnJ
WP_088461429	ycnJ
WP_061862608	ycnJ
WP_070082682	ycnJ
WP_098081965	ycnJ
SLB97214	ycnJ
WP_085342363	ycnJ
WP_069007431	ycnJ
WP_039252762	ycnJ
WP_065980714	ycnJ
WP_077723130	ycnJ
WP_069473152	ycnJ
WP_060563181	ycnJ
WP_061861509	ycnJ
WP_076425700	ycnJ
WP_013351022	ycnJ
WP_014469750	ycnJ
WP_065521906	ycnJ
WP_045508486	ycnJ
WP_088612155	ycnJ
WP_071348313	ycnJ
WP_076761316	ycnJ
WP_080131552	ycnJ
WP_095323757	ycnJ
WP_043054541	ycnJ
WP_035400577	ycnJ
WP_075213483	ycnJ
WP_095292569	ycnJ
WP_039073267	ycnJ
KFM89995	ycnJ
WP_079289584	ycnJ
WP_020450187	ycnJ
WP_076792002	ycnJ
WP_043926051	ycnJ
WP_059231883	ycnJ
WP_040348468	ycnJ
WP_034326185	ycnJ
WP_003178973	ycnJ
AAU22079	ycnJ
WP_075753896	ycnJ
WP_048238083	ycnJ
WP_075646723	ycnJ
WP_065215309	ycnJ
WP_046313905	ycnJ
WP_075223414	ycnJ
WP_048405947	ycnJ
WP_021838100	ycnJ
WP_041106531	ycnJ
WP_095407753	ycnJ
WP_070326693	ycnJ
WP_041116678	ycnJ
WP_058837335	ycnJ
WP_096892201	ycnJ
WP_046131620	ycnJ
WP_087975266	ycnJ
WP_076840737	ycnJ
WP_034622926	ycnJ
WP_025093630	ycnJ
WP_060699749	ycnJ
KXI31162	ycnJ
WP_098677288	ycnJ
WP_081123988	ycnJ
WP_048355441	ycnJ
WP_024427322	ycnJ
WP_087978519	ycnJ
WP_056765153	ycnJ
WP_044335507	ycnJ
WP_073203824	ycnJ
WP_034283797	ycnJ
KMK72091	ycnJ
WP_064498682	ycnJ
WP_041089102	ycnJ
WP_039176551	ycnJ
WP_059375996	ycnJ
WP_073979298	ycnJ
WP_075610887	ycnJ
PCK13409	ycnJ
WP_026585926	ycnJ
WP_047203810	ycnJ
WP_075622353	ycnJ
WP_077735858	ycnJ
WP_034324349	ycnJ
WP_046527415	ycnJ
WP_017366620	ycnJ
WP_045035020	ycnJ
WP_061417931	ycnJ
PCK23079	ycnJ
WP_072367898	ycnJ
WP_025206754	ycnJ
WP_046342663	ycnJ
WP_058214290	ycnJ
WP_065459849	ycnJ
WP_098680835	ycnJ
WP_073414907	ycnJ
WP_060832089	ycnJ
WP_048002391	ycnJ
WP_074041688	ycnJ
WP_076822683	ycnJ
WP_007498126	ycnJ
WP_079920629	ycnJ
WP_048001277	ycnJ
WP_050826955	ycnJ
CVN43338	ycnJ
WP_019743150	ycnJ
WP_058336805	ycnJ
WP_041508262	ycnJ
WP_035703848	ycnJ
WP_008347219	ycnJ
WP_041091125	ycnJ
WP_039166202	ycnJ
WP_024720206	ycnJ
WP_047946154	ycnJ
WP_034664062	ycnJ
WP_066031320	ycnJ
WP_008357055	ycnJ
WP_065098805	ycnJ
WP_095285970	ycnJ
WP_012008931	ycnJ
WP_003214082	ycnJ
EDY25622	yddG/emrE
ESF27627	yddG/emrE
EHC50247	yddG/emrE
EHC57919	yddG/emrE
WP_058665884	yddG/emrE
WP_023220214	yddG/emrE
EHC36783	yddG/emrE
WP_079899397	yddG/emrE
WP_052905538	yddG/emrE
WP_000203782	yddG/emrE
EHJ82474	yddG/emrE
WP_000203800	yddG/emrE
WP_000203787	yddG/emrE
WP_080179485	yddG/emrE
WP_061872861	yddG/emrE
WP_060614910	yddG/emrE
WP_080230795	yddG/emrE
EGA04634	yddG/emrE
WP_070793482	yddG/emrE
EHC88942	yddG/emrE
EDZ30340	yddG/emrE
ACF69538	yddG/emrE
WP_046093323	yddG/emrE
WP_080201691	yddG/emrE
WP_079932475	yddG/emrE
WP_001735310	yddG/emrE
WP_061383162	yddG/emrE
EDY30328	yddG/emrE
WP_080083235	yddG/emrE
WP_000203796	yddG/emrE
WP_079951425	yddG/emrE
WP_064043590	yddG/emrE
WP_080212787	yddG/emrE
WP_023240245	yddG/emrE
WP_000203798	yddG/emrE
WP_079821267	yddG/emrE
WP_052932062	yddG/emrE
WP_024146904	yddG/emrE
WP_023245338	yddG/emrE
WP_080207067	yddG/emrE
WP_080197557	yddG/emrE
WP_000203797	yddG/emrE
WP_000203790	yddG/emrE
WP_079834030	yddG/emrE
WP_070804903	yddG/emrE
WP_023242321	yddG/emrE
WP_001605343	yddG/emrE
WP_079949200	yddG/emrE
WP_038393853	yddG/emrE
WP_052894241	yddG/emrE
WP_080097245	yddG/emrE
WP_079797288	yddG/emrE
WP_079917841	yddG/emrE
WP_000203802	yddG/emrE
WP_031601882	yddG/emrE
WP_097358959	yddG/emrE
WP_070810293	yddG/emrE
WP_060453659	yddG/emrE
ESG80272	yddG/emrE
WP_023213281	yddG/emrE
WP_023195277	yddG/emrE
WP_000203792	yddG/emrE
WP_070809012	yddG/emrE
WP_080108290	yddG/emrE
WP_079985308	yddG/emrE
WP_080219077	yddG/emrE
WP_023258402	yddG/emrE
ACH51241	yddG/emrE
WP_024146638	yddG/emrE
WP_079959702	yddG/emrE
WP_063809242	yddG/emrE
WP_024146186	yddG/emrE
WP_000203783	yddG/emrE
WP_080244039	yddG/emrE
WP_094888563	yddG/emrE
WP_017441340	yddG/emrE
ACH77782	yddG/emrE
WP_024139319	yddG/emrE
WP_001712533	yddG/emrE
WP_023186326	yddG/emrE
WP_079814570	yddG/emrE
WP_079805837	yddG/emrE
WP_079789183	yddG/emrE
WP_094299787	yddG/emrE
WP_080184498	yddG/emrE
WP_071996430	yddG/emrE
WP_071591221	yddG/emrE
WP_031605334	yddG/emrE
WP_058110629	yddG/emrE
EHC64405	yddG/emrE
WP_079825447	yddG/emrE
KSU44721	yddG/emrE
WP_039589763	yddG/emrE
WP_000203788	yddG/emrE
WP_001527674	yddG/emrE
WP_000203785	yddG/emrE
WP_076737062	yddG/emrE
WP_000203803	yddG/emrE
WP_024146243	yddG/emrE
WP_080150632	yddG/emrE
WP_023249393	yddG/emrE
WP_058114410	yddG/emrE
WP_000203794	yddG/emrE
WP_012210157	yddG/emrE
WP_079777090	yddG/emrE
WP_079808065	yddG/emrE
WP_058801771	yddG/emrE
WP_080162012	yddG/emrE
WP_033903579	yddG/emrE
WP_023254796	yddG/emrE
WP_079816564	yddG/emrE
WP_079781802	yddG/emrE
WP_024142448	yddG/emrE
WP_079894705	yddG/emrE
WP_079982547	yddG/emrE
WP_058819554	yddG/emrE
WP_086126078	yddG/emrE
WP_080235295	yddG/emrE
WP_076008817	yddG/emrE
WP_023184300	yddG/emrE
WP_079974500	yddG/emrE
WP_080167365	yddG/emrE
WP_080224752	yddG/emrE
WP_038395980	yddG/emrE
WP_079832871	yddG/emrE
WP_071678449	yddG/emrE
CNU04218	yddG/emrE
WP_024142712	yddG/emrE
WP_079803986	yddG/emrE
AGR58781	yddG/emrE
WP_000188837	yddG/emrE
CQF60508	yddG/emrE
WP_079777584	yddG/emrE
WP_047463659	yddG/emrE
KSY31678	yddG/emrE
WP_012132385	yddG/emrE
WP_042283052	yddG/emrE
WP_061077529	yddG/emrE
WP_044326782	yddG/emrE
WP_044257934	yddG/emrE
WP_058588068	yddG/emrE
WP_042319005	yddG/emrE
WP_090050118	yddG/emrE
WP_061070116	yddG/emrE
WP_046480871	yddG/emrE
WP_040231039	yddG/emrE
WP_048211643	yddG/emrE
WP_045442981	yddG/emrE
WP_042308348	yddG/emrE
WP_085048194	yddG/emrE
WP_087856600	yddG/emrE
WP_038640646	yddG/emrE
WP_024132664	yddG/emrE
WP_016153109	yddG/emrE
WP_069325070	yddG/emrE
WP_016156546	yddG/emrE
WP_064527492	yddG/emrE
WP_096757027	yddG/emrE
WP_071692401	yddG/emrE
WP_047498654	yddG/emrE
WP_063941986	yddG/emrE
WP_049040581	yddG/emrE
WP_061549159	yddG/emrE
WP_006684519	yddG/emrE
WP_047411207	yddG/emrE
WP_048217729	yddG/emrE
WP_097298346	yddG/emrE
WP_072663442	yddG/emrE
WP_097408595	yddG/emrE
WP_096321118	yddG/emrE
WP_071594287	yddG/emrE
WP_048214181	yddG/emrE
WP_057069223	yddG/emrE
WP_003833028	yddG/emrE
WP_016150257	yddG/emrE
WP_003020082	yddG/emrE
WP_048232057	yddG/emrE
WP_087053335	yddG/emrE
WP_043016299	yddG/emrE
WP_049002064	yddG/emrE
WP_054528392	yddG/emrE
WP_096878413	yddG/emrE
WP_071999235	yddG/emrE
WP_072245180	yddG/emrE
WP_072025091	yddG/emrE
WP_072651204	yddG/emrE
WP_072024590	yddG/emrE
WP_000198221	yddG/emrE
WP_089588628	yddG/emrE
WP_000198212	yddG/emrE
WP_000198211	yddG/emrE
WP_000198219	yddG/emrE
WP_096176940	yddG/emrE
WP_020239533	yddG/emrE
WP_096249649	yddG/emrE
WP_071780681	yddG/emrE
WP_072058052	yddG/emrE
WP_072035002	yddG/emrE
WP_072004676	yddG/emrE
WP_072021243	yddG/emrE
WP_071607823	yddG/emrE
WP_072288323	yddG/emrE
WP_008784800	yddG/emrE
WP_032935725	yddG/emrE
WP_079937908	yddG/emrE
WP_096890185	yddG/emrE
WP_075146181	yddG/emrE
WP_044710781	yddG/emrE
WP_073446745	yddG/emrE
WP_000198196	yddG/emrE
WP_071589625	yddG/emrE
WP_077501907	yddG/emrE
WP_072169393	yddG/emrE
WP_071999384	yddG/emrE
WP_096167396	yddG/emrE
WP_071995907	yddG/emrE
WP_000198214	yddG/emrE
WP_000198217	yddG/emrE
WP_071999056	yddG/emrE
WP_097499515	yddG/emrE
WP_097766245	yddG/emrE
WP_072127340	yddG/emrE
WP_071791365	yddG/emrE
WP_097294177	yddG/emrE
WP_074149203	yddG/emrE
WP_071829039	yddG/emrE
WP_094319693	yddG/emrE
WP_000198210	yddG/emrE
WP_089603236	yddG/emrE
WP_072097337	yddG/emrE
WP_097310973	yddG/emrE
WP_094316812	yddG/emrE
WP_089662866	yddG/emrE
WP_071607433	yddG/emrE
WP_077478111	yddG/emrE
WP_071594428	yddG/emrE
WP_074494225	yddG/emrE
WP_071590459	yddG/emrE
WP_072029934	yddG/emrE
WP_096309160	yddG/emrE
WP_075861663	yddG/emrE
WP_072250995	yddG/emrE
WP_072002765	yddG/emrE
WP_085704106	yddG/emrE
WP_072222769	yddG/emrE
WP_071703702	yddG/emrE
WP_072165807	yddG/emrE
WP_097473390	yddG/emrE
WP_074657353	yddG/emrE
WP_096838477	yddG/emrE
WP_074155004	yddG/emrE
WP_073545035	yddG/emrE
WP_071608740	yddG/emrE
WP_097308874	yddG/emrE
WP_089625453	yddG/emrE
WP_072184494	yddG/emrE
WP_072037168	yddG/emrE
WP_075288183	yddG/emrE
WP_072007790	yddG/emrE
WP_000198220	yddG/emrE
WP_071597517	yddG/emrE
WP_000198199	yddG/emrE
WP_095785147	yddG/emrE
WP_000198222	yddG/emrE
WP_097485736	yddG/emrE
WP_071802368	yddG/emrE
WP_000198205	yddG/emrE
WP_089570185	yddG/emrE
WP_074150527	yddG/emrE
WP_072171659	yddG/emrE
WP_097507510	yddG/emrE
WP_072025235	yddG/emrE
WP_096996899	yddG/emrE
WP_097757305	yddG/emrE
WP_096956003	yddG/emrE
WP_097484362	yddG/emrE
WP_071779975	yddG/emrE
WP_023141553	yddG/emrE
WP_072147932	yddG/emrE
WP_072145483	yddG/emrE
WP_071840004	yddG/emrE
WP_095784902	yddG/emrE
WP_071839687	yddG/emrE
WP_000198227	yddG/emrE
WP_096315875	yddG/emrE
WP_071994364	yddG/emrE
WP_002431545	yddG/emrE
WP_071821794	yddG/emrE
WP_060682193	yddG/emrE
WP_073992028	yddG/emrE
WP_000198226	yddG/emrE
WP_089551817	yddG/emrE
WP_000198197	yddG/emrE
WP_071906137	yddG/emrE
WP_089647795	yddG/emrE
WP_096941320	yddG/emrE
WP_072000955	yddG/emrE
WP_071589523	yddG/emrE
WP_071779247	yddG/emrE
WP_096211453	yddG/emrE
WP_096885543	yddG/emrE
WP_072039648	yddG/emrE
WP_072006552	yddG/emrE
WP_072040302	yddG/emrE
WP_072024565	yddG/emrE
WP_071602030	yddG/emrE
WP_000198218	yddG/emrE
WP_098031557	yddG/emrE
WP_072033753	yddG/emrE
WP_072021248	yddG/emrE
WP_072275720	yddG/emrE
WP_097511201	yddG/emrE
WP_096319894	yddG/emrE
WP_089645748	yddG/emrE
WP_089552790	yddG/emrE
WP_078182653	yddG/emrE
WP_072019020	yddG/emrE
WP_000198215	yddG/emrE
WP_000198228	yddG/emrE
WP_071589414	yddG/emrE
WP_072095443	yddG/emrE
WP_072253137	yddG/emrE
WP_097726822	yddG/emrE
WP_086589457	yddG/emrE
WP_072721871	yddG/emrE
WP_072162242	yddG/emrE
WP_072017338	yddG/emrE
WP_000198224	yddG/emrE
WP_077888889	yddG/emrE
WP_071961378	yddG/emrE
WP_083577750	yddG/emrE
WP_077887277	yddG/emrE
WP_089567404	yddG/emrE
WP_074566718	yddG/emrE
WP_072010627	yddG/emrE
WP_071595383	yddG/emrE
WP_072018834	yddG/emrE
WP_097755048	yddG/emrE
WP_074152901	yddG/emrE
WP_071593454	yddG/emrE
WP_097497909	yddG/emrE
WP_073528022	yddG/emrE
WP_097742545	yddG/emrE
WP_071608020	yddG/emrE
WP_000198203	yddG/emrE
WP_072020425	yddG/emrE
WP_072004022	yddG/emrE
WP_096950835	yddG/emrE
WP_096933929	yddG/emrE
WP_073508599	yddG/emrE
WP_072133108	yddG/emrE
WP_071591633	yddG/emrE
WP_097411706	yddG/emrE
WP_074502461	yddG/emrE
WP_072162766	yddG/emrE
WP_072129718	yddG/emrE
WP_097368715	yddG/emrE
WP_072045016	yddG/emrE
WP_071598388	yddG/emrE
WP_071791657	yddG/emrE
WP_089641289	yddG/emrE
WP_000198200	yddG/emrE
WP_000198201	yddG/emrE
WP_071839617	yddG/emrE
WP_097308462	yddG/emrE
WP_089613394	yddG/emrE
WP_096932527	yddG/emrE
WP_097471787	yddG/emrE
WP_071792277	yddG/emrE
WP_000198216	yddG/emrE
WP_097432613	yddG/emrE
WP_097309475	yddG/emrE
WP_096252295	yddG/emrE
WP_077064661	yddG/emrE
WP_074501453	yddG/emrE
WP_097754186	yddG/emrE
WP_097505628	yddG/emrE
WP_094323314	yddG/emrE
WP_097427470	yddG/emrE
WP_072189731	yddG/emrE
WP_089643204	yddG/emrE
WP_072172584	yddG/emrE
WP_072000826	yddG/emrE
WP_000198208	yddG/emrE
WP_000198206	yddG/emrE
WP_000198204	yddG/emrE
WP_085458743	yddG/emrE
WP_072011863	yddG/emrE
WP_071997304	yddG/emrE
WP_071702440	yddG/emrE
WP_089633804	yddG/emrE
WP_096988396	yddG/emrE
WP_077575693	yddG/emrE
WP_071841208	yddG/emrE
WP_095516762	yddG/emrE
WP_000198207	yddG/emrE
WP_071596527	yddG/emrE
WP_094138260	yddG/emrE
WP_072025263	yddG/emrE
WP_096835671	yddG/emrE
WP_089629294	yddG/emrE
WP_000198213	yddG/emrE
WP_094323817	yddG/emrE
WP_071703976	yddG/emrE
WP_071608091	yddG/emrE
WP_097438209	yddG/emrE
WP_097761779	yddG/emrE
WP_000198225	yddG/emrE
WP_010347315	yddG/emrE
WP_071598993	yddG/emrE
WP_071779076	yddG/emrE
WP_072271612	yddG/emrE
WP_089560199	yddG/emrE
WP_097316119	yddG/emrE
WP_097715158	yddG/emrE
WP_077889422	yddG/emrE
WP_023150490	yddG/emrE
WP_088542334	yddG/emrE
WP_096948076	yddG/emrE
WP_071601594	yddG/emrE
WP_074430190	yddG/emrE
WP_071791561	yddG/emrE
WP_000198202	yddG/emrE
WP_089706259	yddG/emrE
WP_072019445	yddG/emrE
WP_071827135	yddG/emrE
WP_074148542	yddG/emrE
WP_072170850	yddG/emrE
WP_072058913	yddG/emrE
WP_074446706	yddG/emrE
WP_096790955	yddG/emrE
WP_097510087	yddG/emrE
WP_000198223	yddG/emrE
WP_097408196	yddG/emrE
WP_087902843	yddG/emrE
WP_097301158	yddG/emrE
WP_087602519	yddG/emrE
AQW72965	yddG/emrE
WP_072662427	yddG/emrE
WP_097449203	yddG/emrE
WP_072020213	yddG/emrE
WP_097730712	yddG/emrE
WP_023144108	yddG/emrE
WP_071998535	yddG/emrE
WP_010351417	yddG/emrE
WP_010355607	yddG/emrE
WP_000166096	yddG/emrE
WP_089620607	yddG/emrE
WP_089575478	yddG/emrE
WP_000198198	yddG/emrE
WP_095575728	yddG/emrE
WP_000489731	smvA/emrB
ESE67213	smvA/emrB
WP_080165416	smvA/emrB
WP_076726571	smvA/emrB
WP_050961530	smvA/emrB
WP_021265616	smvA/emrB
WP_080091570	smvA/emrB
WP_079845956	smvA/emrB
WP_079844561	smvA/emrB
WP_000489732	smvA/emrB
WP_097375253	smvA/emrB
WP_050957286	smvA/emrB
WP_080197139	smvA/emrB
WP_080164910	smvA/emrB
WP_080081961	smvA/emrB
WP_061583948	smvA/emrB
WP_023198414	smvA/emrB
WP_000489730	smvA/emrB
WP_097367600	smvA/emrB
WP_000489736	smvA/emrB
WP_052927345	smvA/emrB
WP_080232418	smvA/emrB
WP_023212393	smvA/emrB
WP_080069661	smvA/emrB
WP_000489742	smvA/emrB
WP_000489743	smvA/emrB
WP_098069775	smvA/emrB
WP_000489726	smvA/emrB
WP_080078205	smvA/emrB
WP_079902520	smvA/emrB
WP_063809243	smvA/emrB
KSU42045	smvA/emrB
WP_023216520	smvA/emrB
WP_017441339	smvA/emrB
WP_051124451	smvA/emrB
WP_094964539	smvA/emrB
WP_085379049	smvA/emrB
WP_023258197	smvA/emrB
WP_000489735	smvA/emrB
WP_000489734	smvA/emrB
WP_097366179	smvA/emrB
OSD74560	smvA/emrB
WP_023209554	smvA/emrB
WP_017466201	smvA/emrB
WP_000489728	smvA/emrB
WP_079826968	smvA/emrB
WP_023213282	smvA/emrB
WP_079821268	smvA/emrB
WP_057521100	smvA/emrB
WP_080206653	smvA/emrB
WP_080078475	smvA/emrB
WP_097361262	smvA/emrB
WP_000489725	smvA/emrB
WP_079828818	smvA/emrB
WP_023254503	smvA/emrB
WP_080230603	smvA/emrB
WP_079972400	smvA/emrB
WP_061383163	smvA/emrB
WP_000489750	smvA/emrB
WP_085438651	smvA/emrB
WP_080243653	smvA/emrB
WP_080197774	smvA/emrB
WP_080193381	smvA/emrB
WP_080110838	smvA/emrB
WP_079971309	smvA/emrB
WP_061424328	smvA/emrB
WP_045341101	smvA/emrB
WP_038993167	smvA/emrB
WP_000489746	smvA/emrB
WP_085920530	smvA/emrB
WP_024156968	smvA/emrB
WP_010835899	smvA/emrB
WP_001727408	smvA/emrB
WP_001644392	smvA/emrB
WP_080162740	smvA/emrB
KWQ74388	smvA/emrB
WP_061376379	smvA/emrB
WP_058112636	smvA/emrB
WP_039518141	smvA/emrB
WP_047655765	smvA/emrB
WP_080191023	smvA/emrB
WP_079968020	smvA/emrB
WP_023228327	smvA/emrB
WP_020898771	smvA/emrB
WP_023138158	smvA/emrB
WP_097362374	smvA/emrB
WP_000489729	smvA/emrB
WP_079987133	smvA/emrB
ESF30978	smvA/emrB
WP_076031765	smvA/emrB
WP_080233394	smvA/emrB
WP_080092518	smvA/emrB
WP_023227512	smvA/emrB
WP_023197455	smvA/emrB
WP_000489744	smvA/emrB
WP_000489721	smvA/emrB
WP_061377322	smvA/emrB
WP_031605332	smvA/emrB
WP_080217731	smvA/emrB
WP_079955090	smvA/emrB
WP_024797947	smvA/emrB
WP_094947449	smvA/emrB
WP_079982546	smvA/emrB
WP_079944351	smvA/emrB
WP_086805459	smvA/emrB
WP_080244041	smvA/emrB
WP_058110631	smvA/emrB
WP_070807351	smvA/emrB
WP_001527750	smvA/emrB
WP_070810745	smvA/emrB
EGA33627	smvA/emrB
WP_076932812	smvA/emrB
WP_000489749	smvA/emrB
WP_052932063	smvA/emrB
WP_064043859	smvA/emrB
WP_079960292	smvA/emrB
WP_046346588	smvA/emrB
WP_080084812	smvA/emrB
WP_080068490	smvA/emrB
WP_079972958	smvA/emrB
WP_023220215	smvA/emrB
WP_000489738	smvA/emrB
WP_024798701	smvA/emrB
WP_023233326	smvA/emrB
WP_023214606	smvA/emrB
WP_094888562	smvA/emrB
WP_058115858	smvA/emrB
WP_023224565	smvA/emrB
WP_079802286	smvA/emrB
WP_063916754	smvA/emrB
WP_079789185	smvA/emrB
WP_065336701	smvA/emrB
CEC33544	smvA/emrB
WP_046623347	smvA/emrB
WP_046617700	smvA/emrB
WP_057483929	smvA/emrB
WP_086813268	smvA/emrB
WP_046597982	smvA/emrB
WP_000489740	smvA/emrB
WP_079848305	smvA/emrB
WP_039514158	smvA/emrB
WP_076935245	smvA/emrB
WP_079840374	smvA/emrB
WP_070808713	smvA/emrB
WP_000489748	smvA/emrB
WP_023234947	smvA/emrB
WP_079965010	smvA/emrB
WP_023194046	smvA/emrB
WP_023176645	smvA/emrB
CNU84958	smvA/emrB
CNT83642	smvA/emrB
WP_076923283	smvA/emrB
WP_079915114	smvA/emrB
WP_079959236	smvA/emrB
WP_079976616	smvA/emrB
WP_079919020	smvA/emrB
WP_079971185	smvA/emrB
WP_076734527	smvA/emrB
KSU36581	smvA/emrB
WP_079950823	smvA/emrB
WP_000489741	smvA/emrB
WP_076927433	smvA/emrB
WP_057483954	smvA/emrB
WP_016731834	smvA/emrB
WP_079941529	smvA/emrB
WP_000489739	smvA/emrB
WP_001540045	smvA/emrB
WP_079898811	smvA/emrB
WP_050900975	smvA/emrB
WP_061379376	smvA/emrB
WP_000489724	smvA/emrB
WP_079808062	smvA/emrB
CWZ09255	smvA/emrB
WP_079829939	smvA/emrB
CPR40927	smvA/emrB
WP_023891128	smvA/emrB
WP_079797287	smvA/emrB
WP_085347868	smvA/emrB
WP_053509702	smvA/emrB
WP_063390459	smvA/emrB
WP_079944768	smvA/emrB
WP_079897224	smvA/emrB
WP_079956907	smvA/emrB
WP_079779886	smvA/emrB
WP_080224750	smvA/emrB
WP_070801235	smvA/emrB
WP_070804397	smvA/emrB
WP_079817598	smvA/emrB
WP_023249396	smvA/emrB
WP_079813586	smvA/emrB
WP_080249598	smvA/emrB
WP_079777092	smvA/emrB
WP_080162014	smvA/emrB
BAA05055	smvA/emrB
WP_070993886	smvA/emrB
WP_080070900	smvA/emrB
WP_071650971	smvA/emrB
WP_080074302	smvA/emrB
WP_023184297	smvA/emrB
WP_000489723	smvA/emrB
WP_079798930	smvA/emrB
WP_085335474	smvA/emrB
WP_079896782	smvA/emrB
WP_079811857	smvA/emrB
WP_094132297	smvA/emrB
WP_079923798	smvA/emrB
WP_000489747	smvA/emrB
WP_002952316	smvA/emrB
WP_080235294	smvA/emrB
WP_079803984	smvA/emrB
WP_079828628	smvA/emrB
WP_023186327	smvA/emrB
ASO59648	smvA/emrB
WP_079781799	smvA/emrB
WP_080167364	smvA/emrB
WP_038395976	smvA/emrB
